0  5.01264242926  55.6505804191
1  2.18033248082  5.4724353799e-27
2  1.26769979704  6.99670585507e-29
3  0.853168611591  6.10306418337
4  0.620897776466  2.37336583199e-29
5  0.474476116431  3.81574369246e-25
6  0.375052302862  9.6639484773e-28
7  0.304004950909  8.53948799631e-29
8  0.251302937172  2.33228725001e-29
9  0.211071901595  2.40711469008e-29
10  0.179650428574  6.18057747858e-30
11  0.154643947649  1.52775826446e-28
12  0.13442554553  4.20400386685e-29
13  0.117855142102  6.10534283068e-28
14  0.104113078574  9.3027399693e-29
15  0.0925971874705  1.51305095122e-30
16  0.0828568081363  1.93961343654e-29
17  0.0745491871895  3.70243373312e-28
18  0.0674099147934  4.08715663975e-30
19  0.0612324247654  2.07140548498e-29
20  0.0558534991436  7.30208458694e-28
21  0.0511428402465  2.28658706035e-30
22  0.0469954528313  2.66765243486e-28
23  0.0433260018756  7.9568832312e-32
24  0.0400645812132  8.49134715887e-29
25  0.0371535040141  1.90909276829e-28
30  0.0264217041736  1.46975013081e-29
35  0.0197210947865  3.37008784691e-29
40  0.0152679355611  2.02476001389e-28
45  0.0121627697498  3.99340979509e-23
