0.0  10.0  -0.0135849506056  3.02870954162
0.0  12.0  -0.0114376746678  3.62927241021
0.0  14.0  -0.00942949860902  3.72781254123
0.0  16.0  -0.00773009345938  3.48183017771
0.0  18.0  -0.00636613097148  3.09664413377
0.0  2.0  -0.0185778659448  3.04753122327e-27
0.0  20.0  -0.00529345767574  2.69597550394
0.0  4.0  -0.0182251775341  0.47722781824
0.0  6.0  -0.0171486726254  1.13776735076
0.0  8.0  -0.0155737046417  2.07024082273
-10.0  10.0  -0.0145962407405  2.10170596027
-10.0  12.0  -0.0126982133315  2.71646622131
-10.0  16.0  -0.0090304161479  3.00807348709
-10.0  18.0  -0.00754907592957  2.7998074504
-10.0  2.0  -0.0185778659448  9.48683599803e-29
-10.0  4.0  -0.0183794221739  0.312698509015
-12.0  10.0  -0.0149398455364  1.81328037963
-12.0  12.0  -0.0131481912086  2.40067153449
-12.0  14.0  -0.0112857177069  2.7476747989
-12.0  16.0  -0.0095435720213  2.80904357672
-12.0  18.0  -0.00803182220338  2.6674710272
-12.0  2.0  -0.0185778659448  8.53815239823e-28
-12.0  20.0  -0.0067756967357  2.42863739083
-12.0  4.0  -0.018430091124  0.266157433982
-12.0  6.0  -0.0176360045864  0.630358547187
-12.0  8.0  -0.0164697360575  1.16669027495
-14.0  10.0  -0.015287182904  1.53814668277
-14.0  12.0  -0.0136138480086  2.08355416432
-14.0  14.0  -0.0118272453124  2.45682047018
-14.0  16.0  -0.0101057263641  2.58520984356
-14.0  18.0  -0.00857224958032  2.51260838417
-14.0  2.0  -0.0185778659448  4.37571283365e-30
-14.0  20.0  -0.00727219159169  2.32678793957
-14.0  4.0  -0.0184807019355  0.223391456021
-14.0  6.0  -0.0177557665689  0.527747682728
-16.0  10.0  -0.0156248924106  1.28800876312
-16.0  12.0  -0.0140765197955  1.78093516234
-16.0  14.0  -0.0123813551979  2.1617654329
-16.0  16.0  -0.0106982102853  2.34456862788
-16.0  18.0  -0.00915599613186  2.3383139454
-16.0  2.0  -0.0185778659448  3.26101975263e-28
-16.0  20.0  -0.00781841322271  2.20834634466
-16.0  4.0  -0.018529478684  0.185701578125
-16.0  6.0  -0.0178708822261  0.437508528784
-16.0  8.0  -0.0169054192948  0.811906374057
-18.0  10.0  -0.0159438691439  1.06878312087
-18.0  12.0  -0.0145219011813  1.50394636218
-18.0  14.0  -0.0129298592692  1.8752491876
-18.0  16.0  -0.0113027291786  2.09631311203
-18.0  18.0  -0.00976773222021  2.14914270714
-18.0  2.0  -0.0185778659448  6.16232247288e-28
-18.0  20.0  -0.0084028909811  2.07483543313
-18.0  4.0  -0.0185752945827  0.153457139775
-18.0  6.0  -0.0179787042378  0.360510485247
-18.0  8.0  -0.0171056185692  0.668985337743
-20.0  10.0  -0.0162387944152  0.881839543899
-20.0  12.0  -0.0149402796438  1.25877902698
-20.0  14.0  -0.0134583173066  1.60739642352
-20.0  16.0  -0.0119026842102  1.84978191131
-20.0  18.0  -0.0103920684447  1.9508371973
-20.0  2.0  -0.0185778659448  1.94780113585e-28
-20.0  20.0  -0.0090132574962  1.92881077252
-20.0  4.0  -0.0185778659448  6.90215755092e-26
-20.0  6.0  -0.0180778485464  0.296178946151
-20.0  8.0  -0.0172896207093  0.549192144667
-2.0  10.0  -0.0136329743475  2.98251726809
-2.0  12.0  -0.0114953013314  3.58720606821
-2.0  14.0  -0.00948874830557  3.69763546955
-2.0  16.0  -0.00778544761506  3.46280490512
-2.0  18.0  -0.00641534184819  3.085222478
-2.0  2.0  -0.0185778659448  2.10582889382e-27
-2.0  20.0  -0.00533626434873  2.68915471525
-2.0  4.0  -0.0182327383289  0.468370151757
-2.0  6.0  -0.017166688815  1.1165042618
-2.0  8.0  -0.0156064954899  2.03340078221
-4.0  12.0  -0.0116646089135  3.46344655215
-4.0  14.0  -0.00966427574556  3.60741498556
-4.0  16.0  -0.00795053521626  3.40519139252
-4.0  18.0  -0.0065628440508  3.05028845949
-4.0  2.0  -0.0185778659448  4.87406550309e-27
-4.0  20.0  -0.00546505318746  2.6681202843
-4.0  4.0  -0.0182545732591  0.44323376412
-4.0  6.0  -0.0172187413714  1.05610413004
-4.0  8.0  -0.0157014670695  1.92816535781
-6.0  10.0  -0.0139924447419  2.64276990782
-6.0  12.0  -0.0119340202184  3.26692096821
-6.0  14.0  -0.00994747782873  3.46023353396
-6.0  16.0  -0.00821978096983  3.30931265916
-6.0  18.0  -0.00680522112318  2.99137089635
-6.0  2.0  -0.0185778659448  1.20940600491e-27
-6.0  20.0  -0.00567775120684  2.63232988617
-6.0  4.0  -0.0182884311252  0.405610092755
-6.0  6.0  -0.0172994139733  0.965644765121
-6.0  8.0  -0.0158491177301  1.76919164681
-8.0  10.0  -0.0142737371319  2.38568094479
-8.0  12.0  -0.012285795194  3.01186573546
-8.0  14.0  -0.0103245757352  3.26172507507
-8.0  18.0  -0.00713669379324  2.90794835859
-8.0  2.0  -0.0185778659448  8.55582190269e-29
-8.0  4.0  -0.0183311737355  0.36047439023
-8.0  6.0  -0.017401151711  0.857086479729
-8.0  8.0  -0.0160360144571  1.57633230256
