0  5.39997966791  88.6144839679
1  2.50974684543  2.80709278852e-30
2  1.57190002471  0.0290202248002
3  1.14054864183  0.0127381078449
4  0.894345084885  0.00562999178784
5  0.735399037366  0.00278536494822
6  0.624365886856  0.0015227534807
7  0.542438025319  0.000901540616038
8  0.479504856984  0.000568581763187
9  0.429650085797  0.000377267534596
10  0.389182234203  0.000260914529339
11  0.355679127934  0.000186748609937
12  0.327485698338  0.000137577331106
13  0.303432663464  0.000103871985429
14  0.28267052018  8.00981180015e-05
15  0.264567243094  6.29091320963e-05
16  0.248642887706  5.0209464735e-05
17  0.234526449508  4.06462125419e-05
18  0.221926618062  3.3322093083e-05
19  0.210611471479  2.76276058576e-05
20  0.200394077665  2.31397962633e-05
21  0.191122090606  1.95594747785e-05
22  0.182670105773  1.66713013281e-05
23  0.174933957165  1.43178295286e-05
24  0.167826404043  1.23822803785e-05
25  0.161273827737  1.07768947637e-05
30  0.134932207828  5.8298270433e-06
35  0.11598721428  3.49575456443e-06
40  0.101707041951  2.25916194001e-06
45  0.0905576573192  1.54521670729e-06
50  0.0816111960418  1.10481128015e-06
