-10.0  1.0  0.0944970059986  4.60073795232e-32
-10.0  10.0  -0.0916574546432  9.8430190348
-10.0  11.0  -0.0867773092857  12.3373687606
-10.0  12.0  -0.0817099818836  13.0070900388
-10.0  13.0  -0.0769802955972  12.7656080575
-10.0  14.0  -0.0727490725512  12.1370266874
-10.0  15.0  -0.0690289566467  11.3616631589
-10.0  16.0  -0.0657803124671  10.5521919013
-10.0  17.0  -0.0629482920539  9.7626085399
-10.0  18.0  -0.060477260385  9.01805129193
-10.0  19.0  -0.0583162075151  8.32881274559
-10.0  2.0  0.0944970059986  1.40379886364e-32
-10.0  20.0  -0.0564204047639  7.69742313954
-10.0  3.0  0.0944970059986  2.32545812515e-30
-10.0  4.0  0.0944970059986  8.03368655195e-30
-10.0  5.0  -0.0945397521289  1.02598501109e-29
-10.0  6.0  -0.0945397521289  4.52742059232e-28
-10.0  7.0  -0.0945397521289  1.48748597402e-27
-10.0  8.0  -0.0945397521289  2.23235167045e-27
-10.0  9.0  -0.0945397521289  6.74506262314e-26
-11.0  1.0  0.0944970059986  5.02467352473e-31
-11.0  10.0  -0.0925047849182  8.74817765403
-11.0  11.0  -0.0878691636839  11.5240780056
-11.0  12.0  -0.0828792252478  12.4573549857
-11.0  13.0  -0.0781385446608  12.3776872109
-11.0  14.0  -0.0738574291334  11.8515742687
-11.0  15.0  -0.0700716856169  11.1455588687
-11.0  16.0  -0.0667526933967  10.3852505121
-11.0  17.0  -0.0638510036938  9.63159270326
-11.0  18.0  -0.0613135993434  8.9138553801
-11.0  19.0  -0.0590906389086  8.24497454538
-11.0  2.0  0.0944970059986  4.3806536715e-31
-11.0  20.0  -0.0571377890887  7.62925397009
-11.0  3.0  0.0944970059986  1.69854081106e-29
-11.0  4.0  0.0944970059986  1.59330169502e-29
-11.0  5.0  -0.0945397521289  1.34631154751e-28
-11.0  6.0  -0.0945397521289  2.94377790146e-29
-11.0  7.0  -0.0945397521289  9.70229926009e-28
-11.0  8.0  -0.0945397521289  1.10163341166e-26
-11.0  9.0  -0.0945397521289  3.47818276974e-26
-12.0  1.0  0.0944970059986  2.42372300235e-31
-12.0  10.0  -0.0933209573418  7.6303494555
-12.0  11.0  -0.0889777875413  10.6310166149
-12.0  12.0  -0.0840996811887  11.849562243
-12.0  13.0  -0.0793640035612  11.9510133937
-12.0  14.0  -0.0750391050061  11.5386856346
-12.0  15.0  -0.0711888839043  10.9090174452
-12.0  16.0  -0.0677981354232  10.2025846614
-12.0  17.0  -0.0648240451353  9.48822054457
-12.0  18.0  -0.0622168901773  8.79980168874
-12.0  19.0  -0.0599283826073  8.15317703532
-12.0  2.0  0.0944970059986  8.41444717194e-32
-12.0  20.0  -0.057914806715  7.55459254131
-12.0  3.0  0.0944970059986  8.16740945218e-30
-12.0  4.0  0.0944970059986  1.23153956681e-30
-12.0  5.0  -0.0945397521289  1.72304375718e-29
-12.0  6.0  -0.0945397521289  1.41527068792e-27
-12.0  7.0  -0.0945397521289  7.91945266981e-28
-12.0  8.0  -0.0945397521289  8.98431272729e-29
-12.0  9.0  -0.0945397521289  1.49428029375e-28
-13.0  1.0  0.0944970059986  1.4922832605e-30
-13.0  10.0  -0.0940867261222  6.53163826725
-13.0  11.0  -0.0900801373115  9.66571604866
-13.0  12.0  -0.0853548172815  11.1818061495
-13.0  13.0  -0.0806451871761  11.4844552143
